,Var1,Var2,Freq
42014,Difference.from.300.Northery.heading,Males.All,-0.53478291
42014,Total.degrees.opening,Males.All,0.876688545
42014,Slope.average,Males.All,-0.637619991
42014,Slope.min,Males.All,-0.598885028
42014,Slope.Max,Males.All,-0.710881809
42014,Coastline.angle,Males.All,0.501365089
42014,Coastline.regional,Males.All,0.488615154
42014,Females.All,No.Sex.All,0.806212499
42014,Males.All,No.Sex.All,0.768381135
42014,cemented.rock.1m2.10cm2,No.Sex.All,-0.873558543
42014,rocky.bench,No.Sex.All,0.634812
42014,recruits3mm,No.Sex.All,0.920273989
42014,s35mm,No.Sex.All,0.944573201
42014,s57mm,No.Sex.All,0.713333132
42014,s810mm,No.Sex.All,0.760692879
42014,s1416mm,No.Sex.All,-0.725274518
42014,s1720mm,No.Sex.All,-0.853303557
42014,ALL,No.Sex.All,0.990490399
42014,s1to3mmcombined,No.Sex.All,0.785482953
42014,Proprecruits3mm,No.Sex.All,0.809812623
42014,Props35mm,No.Sex.All,0.723335025
42014,Props810mm,No.Sex.All,-0.963183279
42014,Props1113mm,No.Sex.All,-0.742875283
42014,Props1416mm,No.Sex.All,-0.87511183
42014,Props1720mm,No.Sex.All,-0.910726252
42014,Size.2,No.Sex.All,-0.454792943
42014,Size.of.opening,No.Sex.All,0.598783123
42014,Heading,No.Sex.All,-0.885103515
42014,Heading.N,No.Sex.All,-0.666571805
42014,Heading.S,No.Sex.All,-0.968497124
42014,Heading.minus.coast,No.Sex.All,0.82549281
42014,m.to.land.in.300dir,No.Sex.All,-0.804401738
42014,percentage.of.MWD.within.range.2014,No.Sex.All,-0.40010704
42014,percent.in.range.2013,No.Sex.All,-0.400107037
42014,Total.degrees.opening,No.Sex.All,0.629271813
42014,Slope.average,No.Sex.All,-0.981414596
42014,Slope.min,No.Sex.All,-0.968342229
42014,Slope.Max,No.Sex.All,-0.929660384
42014,Coastline.angle,No.Sex.All,0.862361176
42014,Coastline.regional,No.Sex.All,0.909754532
42014,X50cm2.10cm2,Ovigerous,0.639523802
42014,X.10cm2..course.sand,Ovigerous,0.652546151
42014,bare.cobble...2cm.,Ovigerous,0.797310364
42014,bare.sand..fine.very.course.sand.,Ovigerous,0.975582712
42014,rocky.bench,Ovigerous,-0.628904252
42014,s35mm,Ovigerous,0.454712984
42014,s57mm,Ovigerous,-0.523812737
42014,s810mm,Ovigerous,-0.493396101
42014,s1113mm,Ovigerous,0.788299383
42014,Proprecruits3mm,Ovigerous,0.646061151
42014,Props57mm,Ovigerous,-0.784757222
42014,LiveableRocks,Ovigerous,0.984365466
42014,IdealLiveableRocks,Ovigerous,0.639523802
42014,NonliveableRocks,Ovigerous,-0.983991074
42014,Sand,Ovigerous,0.975582712
42014,CobbleCourseSand,Ovigerous,0.737440844
42014,Size.1,Ovigerous,0.805293578
42014,Size.2,Ovigerous,0.662972194
42014,Surfzone.size..m.,Ovigerous,-0.511971286
42014,Size.of.opening,Ovigerous,-0.648536714
42014,Heading,Ovigerous,-0.6160854
42014,Heading.N,Ovigerous,-0.81668356
42014,Heading.minus.coast,Ovigerous,0.68763624
42014,m.to.nearest.pt,Ovigerous,-0.996421363
42014,m.to.land.in.300dir,Ovigerous,-0.434402637
42014,percentage.of.MWD.within.range.2014,Ovigerous,-0.936731489
42014,percent.in.range.2013,Ovigerous,-0.936731491
42014,Difference.from.300.Northery.heading,Ovigerous,0.948728081
42014,Total.degrees.opening,Ovigerous,-0.652086488
42014,Ovigerous,X50cm2.10cm2,0.639523802
42014,bare.sand..fine.very.course.sand.,X50cm2.10cm2,0.629011734
42014,s57mm,X50cm2.10cm2,-0.599360995
42014,s1113mm,X50cm2.10cm2,0.95287752
42014,s1416mm,X50cm2.10cm2,0.658158252
42014,s1720mm,X50cm2.10cm2,0.490943014
42014,Proprecruits3mm,X50cm2.10cm2,0.557639737
42014,Props35mm,X50cm2.10cm2,-0.417667835
42014,Props57mm,X50cm2.10cm2,-0.868308405
42014,Props1113mm,X50cm2.10cm2,0.65970514
42014,LiveableRocks,X50cm2.10cm2,0.495720882
42014,NonliveableRocks,X50cm2.10cm2,-0.545491435
42014,Sand,X50cm2.10cm2,0.629011734
42014,Size.1,X50cm2.10cm2,0.881085229
42014,Size.2,X50cm2.10cm2,0.84518644
42014,Surfzone.size..m.,X50cm2.10cm2,-0.951963976
42014,Heading.minus.coast,X50cm2.10cm2,0.462057521
42014,m.to.nearest.pt,X50cm2.10cm2,-0.664548175
42014,Difference.from.300.Northery.heading,X50cm2.10cm2,0.739997131
42014,Total.degrees.opening,X50cm2.10cm2,-0.503934566
42014,Coastline.angle,X50cm2.10cm2,-0.418863276
42014,Females.All,X.10cm2..course.sand,-0.453663434
42014,Males.All,X.10cm2..course.sand,-0.492685751
42014,Ovigerous,X.10cm2..course.sand,0.652546151
42014,bare.cobble...2cm.,X.10cm2..course.sand,0.976380303
42014,bare.sand..fine.very.course.sand.,X.10cm2..course.sand,0.617786867
42014,rocky.bench,X.10cm2..course.sand,-0.501923209
42014,s35mm,X.10cm2..course.sand,0.451839189
42014,s1416mm,X.10cm2..course.sand,-0.405178331
42014,s1to3mmcombined,X.10cm2..course.sand,0.648353655
42014,Props35mm,X.10cm2..course.sand,0.717134492
42014,Props810mm,X.10cm2..course.sand,-0.404993018
42014,Props1416mm,X.10cm2..course.sand,-0.467561031
42014,Props1720mm,X.10cm2..course.sand,-0.496790862
42014,LiveableRocks,X.10cm2..course.sand,0.775475915
42014,NonliveableRocks,X.10cm2..course.sand,-0.733279029
42014,Sand,X.10cm2..course.sand,0.617786867
42014,CobbleCourseSand,X.10cm2..course.sand,0.992655285
42014,Size.of.opening,X.10cm2..course.sand,-0.562448929
42014,Heading,X.10cm2..course.sand,-0.429682672
42014,Heading.N,X.10cm2..course.sand,-0.731046947
42014,m.to.nearest.pt,X.10cm2..course.sand,-0.628208226
42014,m.to.land.in.300dir,X.10cm2..course.sand,-0.706541098
42014,percentage.of.MWD.within.range.2014,X.10cm2..course.sand,-0.817160889
42014,percent.in.range.2013,X.10cm2..course.sand,-0.817160888
42014,Difference.from.300.Northery.heading,X.10cm2..course.sand,0.504821494
42014,Coastline.angle,X.10cm2..course.sand,0.47639499
42014,Coastline.regional,X.10cm2..course.sand,0.517806993
42014,Females.All,cemented.rock.1m2.10cm2,-0.955107941
42014,Males.All,cemented.rock.1m2.10cm2,-0.965230539
42014,No.Sex.All,cemented.rock.1m2.10cm2,-0.873558543
42014,rocky.bench,cemented.rock.1m2.10cm2,-0.928783051
42014,recruits3mm,cemented.rock.1m2.10cm2,-0.844448768
42014,s35mm,cemented.rock.1m2.10cm2,-0.667639186
42014,s57mm,cemented.rock.1m2.10cm2,-0.89478492
42014,s810mm,cemented.rock.1m2.10cm2,-0.977106547
42014,s1113mm,cemented.rock.1m2.10cm2,0.412170216
42014,s1416mm,cemented.rock.1m2.10cm2,0.67344564
42014,s1720mm,cemented.rock.1m2.10cm2,0.766483307
42014,ALL,cemented.rock.1m2.10cm2,-0.926637821
42014,s1to3mmcombined,cemented.rock.1m2.10cm2,-0.55056361
42014,Proprecruits3mm,cemented.rock.1m2.10cm2,-0.515632808
42014,Props35mm,cemented.rock.1m2.10cm2,-0.46449602
42014,Props57mm,cemented.rock.1m2.10cm2,-0.605141025
42014,Props810mm,cemented.rock.1m2.10cm2,0.75994189
42014,Props1113mm,cemented.rock.1m2.10cm2,0.806898712
42014,Props1416mm,cemented.rock.1m2.10cm2,0.718655618
42014,Props1720mm,cemented.rock.1m2.10cm2,0.703427543
42014,NonliveableRocks,cemented.rock.1m2.10cm2,-0.430470277
42014,Size.1,cemented.rock.1m2.10cm2,0.570276002
42014,Size.2,cemented.rock.1m2.10cm2,0.676378432
42014,Surfzone.size..m.,cemented.rock.1m2.10cm2,-0.406582836
42014,Size.of.opening,cemented.rock.1m2.10cm2,-0.912740175
42014,Heading,cemented.rock.1m2.10cm2,0.559431798
42014,Heading.S,cemented.rock.1m2.10cm2,0.912622146
42014,Heading.minus.coast,cemented.rock.1m2.10cm2,-0.487039183
42014,m.to.land.in.300dir,cemented.rock.1m2.10cm2,0.488225215
42014,Difference.from.300.Northery.heading,cemented.rock.1m2.10cm2,0.533141999
42014,Total.degrees.opening,cemented.rock.1m2.10cm2,-0.908472132
42014,Slope.average,cemented.rock.1m2.10cm2,0.76393135
42014,Slope.min,cemented.rock.1m2.10cm2,0.758457929
42014,Slope.Max,cemented.rock.1m2.10cm2,0.750397801
42014,Coastline.angle,cemented.rock.1m2.10cm2,-0.708189073
42014,Coastline.regional,cemented.rock.1m2.10cm2,-0.684440293
42014,Males.All,bare.cobble...2cm.,-0.453818168
42014,Ovigerous,bare.cobble...2cm.,0.797310364
42014,X.10cm2..course.sand,bare.cobble...2cm.,0.976380303
42014,bare.sand..fine.very.course.sand.,bare.cobble...2cm.,0.772641535
42014,rocky.bench,bare.cobble...2cm.,-0.539813536
42014,s35mm,bare.cobble...2cm.,0.524505791
42014,s1to3mmcombined,bare.cobble...2cm.,0.611965826
42014,Props35mm,bare.cobble...2cm.,0.673328958
42014,Props810mm,bare.cobble...2cm.,-0.43637959
42014,Props1416mm,bare.cobble...2cm.,-0.436812491
42014,Props1720mm,bare.cobble...2cm.,-0.496580197
42014,LiveableRocks,bare.cobble...2cm.,0.890038607
42014,NonliveableRocks,bare.cobble...2cm.,-0.851098245
42014,Sand,bare.cobble...2cm.,0.772641535
42014,CobbleCourseSand,bare.cobble...2cm.,0.995347286
42014,Size.of.opening,bare.cobble...2cm.,-0.594681331
42014,Heading,bare.cobble...2cm.,-0.548349359
42014,Heading.N,bare.cobble...2cm.,-0.831521783
42014,Heading.minus.coast,bare.cobble...2cm.,0.526807828
42014,m.to.nearest.pt,bare.cobble...2cm.,-0.773431444
42014,m.to.land.in.300dir,bare.cobble...2cm.,-0.714009472
42014,percentage.of.MWD.within.range.2014,bare.cobble...2cm.,-0.920284458
42014,percent.in.range.2013,bare.cobble...2cm.,-0.920284457
42014,Difference.from.300.Northery.heading,bare.cobble...2cm.,0.653246768
42014,Total.degrees.opening,bare.cobble...2cm.,-0.455762224
42014,Slope.min,bare.cobble...2cm.,-0.436581437
42014,Coastline.angle,bare.cobble...2cm.,0.440321936
42014,Coastline.regional,bare.cobble...2cm.,0.524229603
42014,Ovigerous,bare.sand..fine.very.course.sand.,0.975582712
42014,X50cm2.10cm2,bare.sand..fine.very.course.sand.,0.629011734
42014,X.10cm2..course.sand,bare.sand..fine.very.course.sand.,0.617786867
42014,bare.cobble...2cm.,bare.sand..fine.very.course.sand.,0.772641535
42014,rocky.bench,bare.sand..fine.very.course.sand.,-0.442942964
42014,recruits3mm,bare.sand..fine.very.course.sand.,0.407479781
42014,s35mm,bare.sand..fine.very.course.sand.,0.627678134
42014,s1113mm,bare.sand..fine.very.course.sand.,0.730208129
42014,Proprecruits3mm,bare.sand..fine.very.course.sand.,0.793941376
42014,Props57mm,bare.sand..fine.very.course.sand.,-0.681785851
42014,Props810mm,bare.sand..fine.very.course.sand.,-0.450034098
42014,LiveableRocks,bare.sand..fine.very.course.sand.,0.953237423
42014,IdealLiveableRocks,bare.sand..fine.very.course.sand.,0.629011734
42014,NonliveableRocks,bare.sand..fine.very.course.sand.,-0.928287045
42014,CobbleCourseSand,bare.sand..fine.very.course.sand.,0.70812707
42014,Size.1,bare.sand..fine.very.course.sand.,0.711254271
42014,Size.2,bare.sand..fine.very.course.sand.,0.5384196
42014,Surfzone.size..m.,bare.sand..fine.very.course.sand.,-0.44359091
42014,Size.of.opening,bare.sand..fine.very.course.sand.,-0.466941596
42014,Heading,bare.sand..fine.very.course.sand.,-0.77184024
42014,Heading.N,bare.sand..fine.very.course.sand.,-0.902512435
42014,Heading.minus.coast,bare.sand..fine.very.course.sand.,0.830303732
42014,m.to.nearest.pt,bare.sand..fine.very.course.sand.,-0.955490158
42014,m.to.land.in.300dir,bare.sand..fine.very.course.sand.,-0.564163563
42014,percentage.of.MWD.within.range.2014,bare.sand..fine.very.course.sand.,-0.95526515
42014,percent.in.range.2013,bare.sand..fine.very.course.sand.,-0.955265151
42014,Difference.from.300.Northery.heading,bare.sand..fine.very.course.sand.,0.868686179
42014,Total.degrees.opening,bare.sand..fine.very.course.sand.,-0.472338536
42014,Slope.average,bare.sand..fine.very.course.sand.,-0.545080238
42014,Slope.min,bare.sand..fine.very.course.sand.,-0.474598735
42014,Slope.Max,bare.sand..fine.very.course.sand.,-0.580922196
42014,Coastline.regional,bare.sand..fine.very.course.sand.,0.436306642
42014,Females.All,rocky.bench,0.885905189
42014,Males.All,rocky.bench,0.936118529
42014,No.Sex.All,rocky.bench,0.634812
42014,Ovigerous,rocky.bench,-0.628904252
42014,X.10cm2..course.sand,rocky.bench,-0.501923209
42014,cemented.rock.1m2.10cm2,rocky.bench,-0.928783051
42014,bare.cobble...2cm.,rocky.bench,-0.539813536
42014,bare.sand..fine.very.course.sand.,rocky.bench,-0.442942964
42014,recruits3mm,rocky.bench,0.619099716
42014,s57mm,rocky.bench,0.914273301
42014,s810mm,rocky.bench,0.983897264
42014,s1113mm,rocky.bench,-0.613609951
42014,s1416mm,rocky.bench,-0.575505376
42014,s1720mm,rocky.bench,-0.6145795
42014,ALL,rocky.bench,0.721561403
42014,Props57mm,rocky.bench,0.773760776
42014,Props810mm,rocky.bench,-0.498796943
42014,Props1113mm,rocky.bench,-0.7657392
42014,Props1416mm,rocky.bench,-0.519347259
42014,Props1720mm,rocky.bench,-0.46054868
42014,LiveableRocks,rocky.bench,-0.649894479
42014,NonliveableRocks,rocky.bench,0.734340353
42014,Sand,rocky.bench,-0.442942964
42014,CobbleCourseSand,rocky.bench,-0.526090614
42014,Size.1,rocky.bench,-0.753371024
42014,Size.2,rocky.bench,-0.781539177
42014,Surfzone.size..m.,rocky.bench,0.492418196
42014,Size.of.opening,rocky.bench,0.997393339
42014,Heading.S,rocky.bench,-0.735858131
42014,m.to.nearest.pt,rocky.bench,0.684113836
42014,percentage.of.MWD.within.range.2014,rocky.bench,0.452448229
42014,percent.in.range.2013,rocky.bench,0.452448232
42014,Difference.from.300.Northery.heading,rocky.bench,-0.791807713
42014,Total.degrees.opening,rocky.bench,0.985008258
42014,Slope.average,rocky.bench,-0.47568442
42014,Slope.min,rocky.bench,-0.489780577
42014,Slope.Max,rocky.bench,-0.466301265
42014,Coastline.angle,rocky.bench,0.51407101
42014,Coastline.regional,rocky.bench,0.429813796
42014,Females.All,recruits3mm,0.895942762
42014,Males.All,recruits3mm,0.838266106
42014,No.Sex.All,recruits3mm,0.920273989
42014,cemented.rock.1m2.10cm2,recruits3mm,-0.844448768
42014,bare.sand..fine.very.course.sand.,recruits3mm,0.407479781
42014,rocky.bench,recruits3mm,0.619099716
42014,s35mm,recruits3mm,0.821145251
42014,s57mm,recruits3mm,0.540897304
42014,s810mm,recruits3mm,0.717554213
42014,s1416mm,recruits3mm,-0.412940889
42014,s1720mm,recruits3mm,-0.590226136
42014,ALL,recruits3mm,0.943042177
42014,s1to3mmcombined,recruits3mm,0.488382611
42014,Proprecruits3mm,recruits3mm,0.878610399
42014,Props35mm,recruits3mm,0.408111616
42014,Props810mm,recruits3mm,-0.792015145
42014,Props1113mm,recruits3mm,-0.486832331
42014,Props1416mm,recruits3mm,-0.616030124
42014,Props1720mm,recruits3mm,-0.68201892
42014,Sand,recruits3mm,0.407479781
42014,Size.of.opening,recruits3mm,0.609207582
42014,Heading,recruits3mm,-0.83683121
42014,Heading.N,recruits3mm,-0.551626585
42014,Heading.S,recruits3mm,-0.82312352
42014,Heading.minus.coast,recruits3mm,0.832565433
42014,m.to.land.in.300dir,recruits3mm,-0.551234839
42014,Total.degrees.opening,recruits3mm,0.546313848
42014,Slope.average,recruits3mm,-0.886151244
42014,Slope.min,recruits3mm,-0.809921573
42014,Slope.Max,recruits3mm,-0.977226478
42014,Coastline.angle,recruits3mm,0.595599661
42014,Coastline.regional,recruits3mm,0.685363368
42014,Females.All,s35mm,0.578668401
42014,Males.All,s35mm,0.51861321
42014,No.Sex.All,s35mm,0.944573201
42014,Ovigerous,s35mm,0.454712984
42014,X.10cm2..course.sand,s35mm,0.451839189
42014,cemented.rock.1m2.10cm2,s35mm,-0.667639186
42014,bare.cobble...2cm.,s35mm,0.524505791
42014,bare.sand..fine.very.course.sand.,s35mm,0.627678134
42014,recruits3mm,s35mm,0.821145251
42014,s57mm,s35mm,0.516661932
42014,s810mm,s35mm,0.51591067
42014,s1416mm,s35mm,-0.696416443
42014,s1720mm,s35mm,-0.820771518
42014,ALL,s35mm,0.891733628
42014,s1to3mmcombined,s35mm,0.862703679
42014,Proprecruits3mm,s35mm,0.868366643
42014,Props35mm,s35mm,0.827683089
42014,Props810mm,s35mm,-0.975604178
42014,Props1113mm,s35mm,-0.629107018
42014,Props1416mm,s35mm,-0.883347251
42014,Props1720mm,s35mm,-0.941837163
42014,LiveableRocks,s35mm,0.472736197
42014,Sand,s35mm,0.627678134
42014,CobbleCourseSand,s35mm,0.495184234
42014,Heading,s35mm,-0.969635703
42014,Heading.N,s35mm,-0.870807464
42014,Heading.S,s35mm,-0.882071204
42014,Heading.minus.coast,s35mm,0.919006575
42014,m.to.land.in.300dir,s35mm,-0.924470844
42014,percentage.of.MWD.within.range.2014,s35mm,-0.672851215
42014,percent.in.range.2013,s35mm,-0.672851212
42014,Slope.average,s35mm,-0.989260216
42014,Slope.min,s35mm,-0.982405583
42014,Slope.Max,s35mm,-0.900008604
42014,Coastline.angle,s35mm,0.872132902
42014,Coastline.regional,s35mm,0.951915164
42014,Females.All,s57mm,0.739567913
42014,Males.All,s57mm,0.795621185
42014,No.Sex.All,s57mm,0.713333132
42014,Ovigerous,s57mm,-0.523812737
42014,X50cm2.10cm2,s57mm,-0.599360995
42014,cemented.rock.1m2.10cm2,s57mm,-0.89478492
42014,rocky.bench,s57mm,0.914273301
42014,recruits3mm,s57mm,0.540897304
42014,s35mm,s57mm,0.516661932
42014,s810mm,s57mm,0.940971865
42014,s1113mm,s57mm,-0.765300305
42014,s1416mm,s57mm,-0.852827086
42014,s1720mm,s57mm,-0.853098926
42014,ALL,s57mm,0.753641141
42014,s1to3mmcombined,s57mm,0.639055615
42014,Props35mm,s57mm,0.577841844
42014,Props57mm,s57mm,0.883736369
42014,Props810mm,s57mm,-0.6828493
42014,Props1113mm,s57mm,-0.959217038
42014,Props1416mm,s57mm,-0.772921049
42014,Props1720mm,s57mm,-0.699573913
42014,LiveableRocks,s57mm,-0.476846464
42014,IdealLiveableRocks,s57mm,-0.599360995
42014,NonliveableRocks,s57mm,0.587830558
42014,Size.1,s57mm,-0.860834331
42014,Size.2,s57mm,-0.933288215
42014,Surfzone.size..m.,s57mm,0.765064847
42014,Size.of.opening,s57mm,0.883401025
42014,Heading.S,s57mm,-0.85541097
42014,m.to.nearest.pt,s57mm,0.593927394
42014,m.to.land.in.300dir,s57mm,-0.496774306
42014,Difference.from.300.Northery.heading,s57mm,-0.76256269
42014,Total.degrees.opening,s57mm,0.964690124
42014,Slope.average,s57mm,-0.59413533
42014,Slope.min,s57mm,-0.663934399
42014,Slope.Max,s57mm,-0.445770689
42014,Coastline.angle,s57mm,0.774365132
42014,Coastline.regional,s57mm,0.66994109
42014,Females.All,s810mm,0.916923391
42014,Males.All,s810mm,0.952557584
42014,No.Sex.All,s810mm,0.760692879
42014,Ovigerous,s810mm,-0.493396101
42014,cemented.rock.1m2.10cm2,s810mm,-0.977106547
42014,rocky.bench,s810mm,0.983897264
42014,recruits3mm,s810mm,0.717554213
42014,s35mm,s810mm,0.51591067
42014,s57mm,s810mm,0.940971865
42014,s1113mm,s810mm,-0.566222535
42014,s1416mm,s810mm,-0.668662945
42014,s1720mm,s810mm,-0.725811505
42014,ALL,s810mm,0.829288366
42014,s1to3mmcombined,s810mm,0.470587204
42014,Props57mm,s810mm,0.738322557
42014,Props810mm,s810mm,-0.645004164
42014,Props1113mm,s810mm,-0.828633033
42014,Props1416mm,s810mm,-0.64992222
42014,Props1720mm,s810mm,-0.605738195
42014,LiveableRocks,s810mm,-0.506802869
42014,NonliveableRocks,s810mm,0.606621918
42014,Size.1,s810mm,-0.711064847
42014,Size.2,s810mm,-0.778366056
42014,Surfzone.size..m.,s810mm,0.506540961
42014,Size.of.opening,s810mm,0.971774632
42014,Heading.S,s810mm,-0.844172778
42014,m.to.nearest.pt,s810mm,0.558822077
42014,Difference.from.300.Northery.heading,s810mm,-0.700368746
42014,Total.degrees.opening,s810mm,0.975278838
42014,Slope.average,s810mm,-0.623575159
42014,Slope.min,s810mm,-0.63753192
42014,Slope.Max,s810mm,-0.593194677
42014,Coastline.angle,s810mm,0.643278609
42014,Coastline.regional,s810mm,0.57925689
42014,Ovigerous,s1113mm,0.788299383
42014,X50cm2.10cm2,s1113mm,0.95287752
42014,cemented.rock.1m2.10cm2,s1113mm,0.412170216
42014,bare.sand..fine.very.course.sand.,s1113mm,0.730208129
42014,rocky.bench,s1113mm,-0.613609951
42014,s57mm,s1113mm,-0.765300305
42014,s810mm,s1113mm,-0.566222535
42014,s1416mm,s1113mm,0.677006718
42014,s1720mm,s1113mm,0.542243337
42014,Proprecruits3mm,s1113mm,0.475027934
42014,Props57mm,s1113mm,-0.973943239
42014,Props1113mm,s1113mm,0.751744696
42014,Props1416mm,s1113mm,0.425782039
42014,LiveableRocks,s1113mm,0.67964232
42014,IdealLiveableRocks,s1113mm,0.95287752
42014,NonliveableRocks,s1113mm,-0.739493044
42014,Sand,s1113mm,0.730208129
42014,Size.1,s1113mm,0.981496917
42014,Size.2,s1113mm,0.941704056
42014,Surfzone.size..m.,s1113mm,-0.93210182
42014,Size.of.opening,s1113mm,-0.586355174
42014,Heading.minus.coast,s1113mm,0.417825547
42014,m.to.nearest.pt,s1113mm,-0.821140494
42014,percentage.of.MWD.within.range.2014,s1113mm,-0.531264208
42014,percent.in.range.2013,s1113mm,-0.531264212
42014,Difference.from.300.Northery.heading,s1113mm,0.900499239
42014,Total.degrees.opening,s1113mm,-0.725903666
42014,Coastline.angle,s1113mm,-0.442923706
42014,Females.All,s1416mm,-0.428326136
42014,Males.All,s1416mm,-0.462238951
42014,No.Sex.All,s1416mm,-0.725274518
42014,X50cm2.10cm2,s1416mm,0.658158252
42014,X.10cm2..course.sand,s1416mm,-0.405178331
42014,cemented.rock.1m2.10cm2,s1416mm,0.67344564
42014,rocky.bench,s1416mm,-0.575505376
42014,recruits3mm,s1416mm,-0.412940889
42014,s35mm,s1416mm,-0.696416443
42014,s57mm,s1416mm,-0.852827086
42014,s810mm,s1416mm,-0.668662945
42014,s1113mm,s1416mm,0.677006718
42014,s1720mm,s1416mm,0.977617627
42014,ALL,s1416mm,-0.691134379
42014,s1to3mmcombined,s1416mm,-0.924623215
42014,Props35mm,s1416mm,-0.905740787
42014,Props57mm,s1416mm,-0.73353557
42014,Props810mm,s1416mm,0.828687021
42014,Props1113mm,s1416mm,0.965609911
42014,Props1416mm,s1416mm,0.951462727
42014,Props1720mm,s1416mm,0.895929137
42014,IdealLiveableRocks,s1416mm,0.658158252
42014,Size.1,s1416mm,0.707631984
42014,Size.2,s1416mm,0.842639704
42014,Surfzone.size..m.,s1416mm,-0.856766256
42014,Size.of.opening,s1416mm,-0.515096229
42014,Heading,s1416mm,0.500702331
42014,Heading.N,s1416mm,0.421873403
42014,Heading.S,s1416mm,0.855873695
42014,m.to.land.in.300dir,s1416mm,0.819690928
42014,Difference.from.300.Northery.heading,s1416mm,0.450394477
42014,Total.degrees.opening,s1416mm,-0.685174683
42014,Slope.average,s1416mm,0.697931792
42014,Slope.min,s1416mm,0.806059573
42014,Slope.Max,s1416mm,0.427417695
42014,Coastline.angle,s1416mm,-0.958082779
42014,Coastline.regional,s1416mm,-0.879043
42014,Females.All,s1720mm,-0.559274558
42014,Males.All,s1720mm,-0.571945174
42014,No.Sex.All,s1720mm,-0.853303557
42014,X50cm2.10cm2,s1720mm,0.490943014
42014,cemented.rock.1m2.10cm2,s1720mm,0.766483307
42014,rocky.bench,s1720mm,-0.6145795
42014,recruits3mm,s1720mm,-0.590226136
42014,s35mm,s1720mm,-0.820771518
42014,s57mm,s1720mm,-0.853098926
42014,s810mm,s1720mm,-0.725811505
42014,s1113mm,s1720mm,0.542243337
42014,s1416mm,s1720mm,0.977617627
42014,ALL,s1720mm,-0.822086084
42014,s1to3mmcombined,s1720mm,-0.945345741
42014,Proprecruits3mm,s1720mm,-0.448095769
42014,Props35mm,s1720mm,-0.913463784
42014,Props57mm,s1720mm,-0.638857192
42014,Props810mm,s1720mm,0.923971177
42014,Props1113mm,s1720mm,0.952186143
42014,Props1416mm,s1720mm,0.989312424
42014,Props1720mm,s1720mm,0.959660878
42014,IdealLiveableRocks,s1720mm,0.490943014
42014,Size.1,s1720mm,0.605201622
42014,Size.2,s1720mm,0.766989118
42014,Surfzone.size..m.,s1720mm,-0.734104968
42014,Size.of.opening,s1720mm,-0.557177479
42014,Heading,s1720mm,0.65623447
42014,Heading.N,s1720mm,0.53613255
42014,Heading.S,s1720mm,0.940468317
