Date,Time ,Conditions,Site,Treatment,P. cinctipes (postlarvae),Cancer spp. (postlarvae),Pachygrapsus crassipes (postlarvae),Hemigrapsus nudus (postlarvae),Cancer productus (postlarvae),Hemigrapsus,Fabia subquadrata (postlarvae),Pinnixia (postlarvae),Pugettia (postlarvae),Rockfish (juv2to3inch),Anoplarchus purpurescens,Unknown crab,Cancer spp. (mostly magister) (juv and adults),Pugettia (juv to adult),Comments
7/15/13,12:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,large Cancer magister
7/15/13,12:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,12:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,11:00,foggy,DB,Crab,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1 medium adult Cancer magister
7/15/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,9:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,9:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,Crab,5,1,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,Crab,2,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:00,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:00,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,11:00,clear,CC,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,11:00,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,11:00,clear,CC,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,crabs escaped from one crab bag
7/22/13,10:30,clear,DB,Crab,1,0,2,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:30,clear,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:30,clear,DB,Crab,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1 medium Pugettia producta
7/24/13,9:15,foggy,CG,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:15,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,10:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 rockweed gunnell, ~4"""
7/24/13,10:30,foggy,CC,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,10:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,Crab,0,5,6,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,5,0,lots of juvenile Cancer magister
7/26/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,11:30,foggy,CC,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 Anoplarchus puspurescens, ~3"""
7/26/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:30,foggy,DB,Crab,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2 juvenile Cancer magister
7/26/13,10:30,foggy,DB,Crab,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:30,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 tiny gunnell ~1 inch
7/29/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1 juvenile Cancer magister
7/29/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:00,foggy,DB,Crab,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1 juvenile Cancer magister
7/29/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lots of caprellid amphipods
7/31/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 kelp crab
7/31/13,11:30,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,11:00,foggy,DB,Crab,0,0,0,0,2,0,0,0,0,0,0,0,0,0, 
7/31/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
7/31/13,11:00,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:30,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:30,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 kelp fish
8/2/13,11:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,11:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,11:30,clear,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:00,clear,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:00,clear,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:00,clear,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:30,foggy,DB,Crab,1,0,6,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:30,foggy,DB,Crab,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1 juvenile Cancer magister
8/5/13,10:30,foggy,DB,Crab,1,6,0,0,0,0,0,0,0,0,0,1,0,0, 
8/7/13,8:30,overcast,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,8:30,overcast,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,9:30,overcast,CC,Crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,adult P. cinctipes all escaped
8/7/13,9:30,overcast,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,egg mass of unknown species
8/7/13,9:30,overcast,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,9:00,overcast,DB,Crab,0,0,1,0,0,3,4,0,0,0,0,0,0,0,adult P. cinctipes all escaped
8/7/13,9:00,overcast,DB,Crab,1,8,1,0,0,6,0,1,0,0,0,0,0,0, 
8/7/13,9:00,overcast,DB,Crab,1,0,1,0,0,3,1,0,0,0,0,0,1,0,1 juvenile Cancer magister
8/9/13,8:15,foggy,CG,Crab,0,0,0,1,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:15,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,9:15,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUFFY BAG CUT OPEN, 1 CRAB BAG GONE, 1 CRAB BAG EMPTY"
8/9/13,9:15,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,9:15,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:30,foggy,DB,Crab,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Adult P. cinctipes (stil) all escaped
8/9/13,8:30,foggy,DB,Crab,1,0,0,0,0,0,0,0,8,0,0,0,0,1,1 Pugettia producta
8/9/13,8:30,foggy,DB,Crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1 juvenile Cancer productus
8/12/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
8/12/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crab bags replaced
8/12/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,11:00,foggy,CC,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,10:15,foggy,DB,Crab,0,0,0,1,0,0,0,0,0,0,0,0,0,0,crabs replaced in one of the crab bags
8/12/13,10:15,foggy,DB,Crab,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2 Pugettia producta
8/12/13,10:15,foggy,DB,Crab,1,4,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,10:30,foggy/clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,11:00,foggy/clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,11:00,foggy/clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,12:00,foggy/clear,CC,Crab,0,4,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,12:00,foggy/clear,CC,Crab,1,3,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,12:00,foggy/clear,CC,Crab,1,3,0,0,0,0,0,0,0,0,0,0,0,0,egg mass 
8/15/13,11:30,foggy/clear,DB,Crab,2,0,0,0,0,0,0,0,1,0,0,0,0,0,mooring dragged ~15' toward the jetty
8/15/13,11:30,foggy/clear,DB,Crab,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2 Pugettia productus
8/15/13,11:30,foggy/clear,DB,Crab,1,3,0,0,0,0,0,0,0,0,0,0,0,0, 
7/8/13,9:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,10:00,cloudy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,9:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,Crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:00,clear,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:15,foggy,CG,Crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,10:30,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,10:30,foggy,CG,Crab,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
8/2/13,10:30,clear,CG,Crab,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2 rockfish, ~3"" "
8/5/13,10:00,foggy,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,8:30,overcast,CG,Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:15,foggy,CG,Crab,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1 Cancer jordani
7/1/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,very large adult Cancer magister crab on outside of tuffy bag
7/1/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"adult Cancer spp. On outside of tuffy bag, ~2"" long"
7/1/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/1/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/1/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/1/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/1/13,11:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Gunnell (Anoplarchus purpurescens) inside tuffy bag, 3-4"" long"
7/1/13,11:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/1/13,11:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,juvenile Cancer magister
7/3/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,12:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/3/13,10:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cancer magister, hermit crab"
7/3/13,10:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cancer magister
7/3/13,10:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/8/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/8/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/8/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,very large Pugettia producta
7/8/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Littorina 
7/8/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Littorina
7/8/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Littorina
7/8/13,9:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 Littorina, 1 hermit crab"
7/8/13,9:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/8/13,9:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4 juvenile Cancer magister 
7/11/13,10:00,cloudy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,10:00,cloudy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,10:00,cloudy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,11:00,cloudy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,11:00,cloudy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,11:00,cloudy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,10:30,cloudy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2 juvenile Cancer magister
7/11/13,10:30,cloudy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/11/13,10:30,cloudy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2 juvenile Cancer magister
7/15/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,12:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,12:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,12:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/15/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large Pugettia producta
7/17/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,9:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/17/13,10:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 kelp crab
7/17/13,10:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,12:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/19/13,11:30,clear,DB,No crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
7/22/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:00,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 Anoplarchus puspurescens, ~3"""
7/22/13,11:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,11:00,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,11:00,clear,CC,No crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/22/13,10:30,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2 kelp crabs
7/22/13,10:30,clear,DB,No crab,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1 juvenile Cancer magister
7/22/13,10:30,clear,DB,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:15,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2 adult Cancer magister
7/24/13,9:15,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:15,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,10:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,No crab,0,3,5,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/24/13,9:45,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:00,foggy,CG,No crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 Anoplarchus puspurescens, ~2"""
7/26/13,11:30,foggy,CC,No crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
