"","Var1","Var2","Freq"
"621","Coastline.reg.0.5.km","Heading.S",0.809545582388241
"622","Coastline.regional.50km","Heading.S",0.600673529297455
"623","Coastline.reg.10.km","Heading.S",-0.876923398841202
"634","Ovigerous","Heading.minus.coast",0.549941059335092
"645","Heading.N","Heading.minus.coast",-0.699426519692743
"646","Heading.S","Heading.minus.coast",-0.78200917630927
"657","Coastline.hab.angle","Heading.minus.coast",0.612710063674717
"658","Coastline.reg.0.5.km","Heading.minus.coast",-0.534146553860703
"660","Coastline.reg.10.km","Heading.minus.coast",0.633688078388654
"681","Heading","m.to.nearest.pt",0.550994691818645
"687","percentage.of.MWD.within.range.2014","m.to.nearest.pt",0.691970484715088
"689","Difference.from.300.Northery.heading","m.to.nearest.pt",-0.744108985086395
"690","Total.degrees.opening","m.to.nearest.pt",0.638127156975906
"694","Coastline.hab.angle","m.to.nearest.pt",0.517997041093788
"699","Diff.hab.angle.and.coastline.reg","m.to.nearest.pt",-0.729584162447386
"718","Heading","m.to.land.in.300dir",0.681292472911316
"724","percentage.of.MWD.within.range.2014","m.to.land.in.300dir",0.677510490860601
"755","Heading","percentage.of.MWD.within.range.2014",0.659370386712567
"759","m.to.nearest.pt","percentage.of.MWD.within.range.2014",0.691970484715088
"760","m.to.land.in.300dir","percentage.of.MWD.within.range.2014",0.677510490860601
"763","Difference.from.300.Northery.heading","percentage.of.MWD.within.range.2014",-0.679687026725854
"764","Total.degrees.opening","percentage.of.MWD.within.range.2014",0.597195414649262
"772","Difference.between.Heading.N.and.reg.coast","percentage.of.MWD.within.range.2014",-0.643000158063706
"773","Diff.hab.angle.and.coastline.reg","percentage.of.MWD.within.range.2014",-0.632202653179107
"802","Slope.average","percent.in.range.2013",-0.644337977402771
"803","Slope.min","percent.in.range.2013",-0.626075753592491
"804","Slope.Max","percent.in.range.2013",-0.63187046319227
"814","Oviglog14","percent.in.range.2013",-0.517320999783734
"822","bare.sand..fine.very.course.sand.","Difference.from.300.Northery.heading",0.572489026402144
"829","Heading","Difference.from.300.Northery.heading",-0.516264988041432
"833","m.to.nearest.pt","Difference.from.300.Northery.heading",-0.744108985086395
"835","percentage.of.MWD.within.range.2014","Difference.from.300.Northery.heading",-0.679687026725854
"846","Difference.between.Heading.N.and.reg.coast","Difference.from.300.Northery.heading",0.557610495634448
"847","Diff.hab.angle.and.coastline.reg","Difference.from.300.Northery.heading",0.794705532110359
"868","Heading.S","Total.degrees.opening",-0.587041723587776
"870","m.to.nearest.pt","Total.degrees.opening",0.638127156975906
"872","percentage.of.MWD.within.range.2014","Total.degrees.opening",0.597195414649262
"880","Coastline.reg.0.5.km","Total.degrees.opening",-0.618271219468823
"883","Difference.between.Heading.N.and.reg.coast","Total.degrees.opening",-0.60962967814678
"884","Diff.hab.angle.and.coastline.reg","Total.degrees.opening",-0.734009051135577
"895","ALLREPRO","Slope.average",0.595665867567186
"910","percent.in.range.2013","Slope.average",-0.644337977402771
"914","Slope.min","Slope.average",0.954256245667011
"915","Slope.Max","Slope.average",0.969661962860178
"918","Coastline.regional.50km","Slope.average",0.504182181769711
"947","percent.in.range.2013","Slope.min",-0.626075753592491
"950","Slope.average","Slope.min",0.954256245667011
"952","Slope.Max","Slope.min",0.862422420041296
"964","Females.All","Slope.Max",0.532898499923971
"969","ALLREPRO","Slope.Max",0.664140742690231
"971","Lat","Slope.Max",0.551567530315835
"975","Surfzone.size..m.","Slope.Max",0.514488059032678
"978","Heading.N","Slope.Max",0.520550980211556
"984","percent.in.range.2013","Slope.Max",-0.63187046319227
"987","Slope.average","Slope.Max",0.969661962860178
"988","Slope.min","Slope.Max",0.862422420041296
"992","Coastline.regional.50km","Slope.Max",0.530892434505311
"1016","Heading.S","Coastline.hab.angle",-0.664439398137206
"1017","Heading.minus.coast","Coastline.hab.angle",0.612710063674717
"1018","m.to.nearest.pt","Coastline.hab.angle",0.517997041093788
"1028","Coastline.reg.0.5.km","Coastline.hab.angle",-0.539594470232433
"1029","Coastline.regional.50km","Coastline.hab.angle",-0.56593093228032
"1030","Coastline.reg.10.km","Coastline.hab.angle",0.690981925018902
"1032","Diff.hab.angle.and.coastline.reg","Coastline.hab.angle",-0.531884914936558
"1037","s1to3mmcombined","Coastline.reg.0.5.km",-0.586318266695637
"1040","No.Sex.All","Coastline.reg.0.5.km",-0.516172406253895
"1050","Size.of.opening","Coastline.reg.0.5.km",0.632682203548115
"1053","Heading.S","Coastline.reg.0.5.km",0.809545582388241
"1054","Heading.minus.coast","Coastline.reg.0.5.km",-0.534146553860703
"1060","Total.degrees.opening","Coastline.reg.0.5.km",-0.618271219468823
"1064","Coastline.hab.angle","Coastline.reg.0.5.km",-0.539594470232433
"1066","Coastline.regional.50km","Coastline.reg.0.5.km",0.614606831372753
"1067","Coastline.reg.10.km","Coastline.reg.0.5.km",-0.819625988714204
"1069","Diff.hab.angle.and.coastline.reg","Coastline.reg.0.5.km",0.538748715715252
"1082","Lat","Coastline.regional.50km",0.615051546925122
"1083","Lon","Coastline.regional.50km",-0.557309954784226
"1089","Heading.N","Coastline.regional.50km",0.634357437803258
"1090","Heading.S","Coastline.regional.50km",0.600673529297455
"1098","Slope.average","Coastline.regional.50km",0.504182181769711
"1100","Slope.Max","Coastline.regional.50km",0.530892434505311
"1101","Coastline.hab.angle","Coastline.regional.50km",-0.56593093228032
"1102","Coastline.reg.0.5.km","Coastline.regional.50km",0.614606831372753
"1104","Coastline.reg.10.km","Coastline.regional.50km",-0.808146604216996
"1124","Size.of.opening","Coastline.reg.10.km",-0.564234230775139
"1126","Heading.N","Coastline.reg.10.km",-0.76252519161538
"1127","Heading.S","Coastline.reg.10.km",-0.876923398841202
"1128","Heading.minus.coast","Coastline.reg.10.km",0.633688078388654
"1138","Coastline.hab.angle","Coastline.reg.10.km",0.690981925018902
"1139","Coastline.reg.0.5.km","Coastline.reg.10.km",-0.819625988714204
"1140","Coastline.regional.50km","Coastline.reg.10.km",-0.808146604216996
"1155","bare.sand..fine.very.course.sand.","Difference.between.Heading.N.and.reg.coast",0.83803025983306
"1156","Lat","Difference.between.Heading.N.and.reg.coast",-0.558371731650589
"1157","Lon","Difference.between.Heading.N.and.reg.coast",0.656554186424085
"1163","Heading.N","Difference.between.Heading.N.and.reg.coast",-0.72629936841235
"1168","percentage.of.MWD.within.range.2014","Difference.between.Heading.N.and.reg.coast",-0.643000158063706
"1170","Difference.from.300.Northery.heading","Difference.between.Heading.N.and.reg.coast",0.557610495634448
"1171","Total.degrees.opening","Difference.between.Heading.N.and.reg.coast",-0.60962967814678
"1180","Diff.hab.angle.and.coastline.reg","Difference.between.Heading.N.and.reg.coast",0.632843815444456
"1192","bare.sand..fine.very.course.sand.","Diff.hab.angle.and.coastline.reg",0.568127125206606
"1203","m.to.nearest.pt","Diff.hab.angle.and.coastline.reg",-0.729584162447386
"1205","percentage.of.MWD.within.range.2014","Diff.hab.angle.and.coastline.reg",-0.632202653179107
"1207","Difference.from.300.Northery.heading","Diff.hab.angle.and.coastline.reg",0.794705532110359
"1208","Total.degrees.opening","Diff.hab.angle.and.coastline.reg",-0.734009051135577
"1212","Coastline.hab.angle","Diff.hab.angle.and.coastline.reg",-0.531884914936558
"1213","Coastline.reg.0.5.km","Diff.hab.angle.and.coastline.reg",0.538748715715252
"1216","Difference.between.Heading.N.and.reg.coast","Diff.hab.angle.and.coastline.reg",0.632843815444456
"1227","X50cm2.10cm2","Ovigerous.size",0.784669692203957
"1230","Lat","Ovigerous.size",-0.587338404067186
"1231","Lon","Ovigerous.size",0.603404677309467
"1260","Females.All","Embryos.per.m2",0.639551118435025
"1261","Males.All","Embryos.per.m2",0.529696779597806
"1263","Ovigerous","Embryos.per.m2",0.909578035427898
"1264","X50cm2.10cm2","Embryos.per.m2",0.657615870646921
"1265","ALLREPRO","Embryos.per.m2",0.602231430307314
"1269","Size.1","Embryos.per.m2",0.852043147532247
"1270","Size.2","Embryos.per.m2",0.819323277528079
"1295","Oviglog14","Embryos.per.m2",0.880927061400935
"1296","s1to3mmcombined","Reclog14",0.848505573083202
"1299","No.Sex.All","Reclog14",0.768338577372619
"1306","Size.1","Reclog14",-0.56566071708613
"1307","Size.2","Reclog14",-0.506341948775451
"1334","Females.All","Oviglog14",0.709611472930186
"1335","Males.All","Oviglog14",0.604729572232709
"1337","Ovigerous","Oviglog14",0.930393495368995
"1338","X50cm2.10cm2","Oviglog14",0.526031385215396
"1339","ALLREPRO","Oviglog14",0.650755902718616
"1343","Size.1","Oviglog14",0.74107664681167
"1344","Size.2","Oviglog14",0.750991503554007
"1354","percent.in.range.2013","Oviglog14",-0.517320999783734
"1367","Embryos.per.m2","Oviglog14",0.880927061400935
