Site,Date,Transect,Quadrat,Sex,Size,Ovigerous
AP,7/11/2013,M,4,N,4,
AP,7/11/2013,M,4,N,3,
AP,7/11/2013,M,4,N,3.25,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,4,N,2,
AP,7/11/2013,M,5,F,14,
AP,7/11/2013,M,5,F,13,
AP,7/11/2013,M,5,F,15,
AP,7/11/2013,M,5,F,15,
AP,7/11/2013,M,5,F,12,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,12,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,6,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,8,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,10,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,8,
AP,7/11/2013,M,5,F,8,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,9,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,8,
AP,7/11/2013,M,5,F,6,
AP,7/11/2013,M,5,F,7,
AP,7/11/2013,M,5,F,6,
AP,7/11/2013,M,5,F,6,
AP,7/11/2013,M,5,F,6,
AP,7/11/2013,M,5,M,13,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,14,
AP,7/11/2013,M,5,M,15,
AP,7/11/2013,M,5,M,14,
AP,7/11/2013,M,5,M,12,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,13,
AP,7/11/2013,M,5,M,11,
AP,7/11/2013,M,5,M,11,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,9,
AP,7/11/2013,M,5,M,9,
AP,7/11/2013,M,5,M,9,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,9,
AP,7/11/2013,M,5,M,9,
AP,7/11/2013,M,5,M,8,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,8,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,M,10,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,M,7,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,M,6,
AP,7/11/2013,M,5,N,3,
AP,7/11/2013,M,5,N,3,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,4,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,4.75,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,4,
AP,7/11/2013,M,5,N,3,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,4.25,
AP,7/11/2013,M,5,N,3.25,
AP,7/11/2013,M,5,N,3.5,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,5,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,5,N,2,
AP,7/11/2013,M,6,F,12,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,7,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,11,
AP,7/11/2013,M,6,F,10,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,9,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,F,7,
AP,7/11/2013,M,6,F,6,
AP,7/11/2013,M,6,F,8,
AP,7/11/2013,M,6,M,18,
AP,7/11/2013,M,6,M,12,
AP,7/11/2013,M,6,M,13,
AP,7/11/2013,M,6,M,13,
AP,7/11/2013,M,6,M,12,
AP,7/11/2013,M,6,M,14,
AP,7/11/2013,M,6,M,13,
AP,7/11/2013,M,6,M,10,
AP,7/11/2013,M,6,M,10,
AP,7/11/2013,M,6,M,10,
AP,7/11/2013,M,6,M,10,
AP,7/11/2013,M,6,M,7,
AP,7/11/2013,M,6,M,8,
AP,7/11/2013,M,6,M,8,
AP,7/11/2013,M,6,M,9,
AP,7/11/2013,M,6,M,11,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,7,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,7,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,7,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,M,6,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,4.75,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,4.5,
AP,7/11/2013,M,6,N,3.25,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,4.75,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,5,
AP,7/11/2013,M,6,N,2.5,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,6,N,2,
AP,7/11/2013,M,7,F,12,
AP,7/11/2013,M,7,F,13,
AP,7/11/2013,M,7,F,12,
AP,7/11/2013,M,7,F,9,
AP,7/11/2013,M,7,F,9,
AP,7/11/2013,M,7,F,8,
AP,7/11/2013,M,7,F,9,
AP,7/11/2013,M,7,F,10,
AP,7/11/2013,M,7,F,7,
AP,7/11/2013,M,7,F,8,
AP,7/11/2013,M,7,F,6,
AP,7/11/2013,M,7,F,8,
AP,7/11/2013,M,7,M,9,
AP,7/11/2013,M,7,M,8,
AP,7/11/2013,M,7,M,9,
AP,7/11/2013,M,7,M,8,
AP,7/11/2013,M,7,M,9,
AP,7/11/2013,M,7,M,8,
AP,7/11/2013,M,7,M,10,
AP,7/11/2013,M,7,M,7,
AP,7/11/2013,M,7,M,6,
AP,7/11/2013,M,7,M,7,
AP,7/11/2013,M,7,M,6,
AP,7/11/2013,M,7,M,8,
AP,7/11/2013,M,7,M,6,
AP,7/11/2013,M,7,M,6,
AP,7/11/2013,M,7,M,7,
AP,7/11/2013,M,7,M,8,
AP,7/11/2013,M,7,N,4,
AP,7/11/2013,M,7,N,4.5,
AP,7/11/2013,M,7,N,4.75,
AP,7/11/2013,M,7,N,3,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,7,N,2,
AP,7/11/2013,M,8,F,12,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,9,
AP,7/11/2013,M,8,F,11,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,9,
AP,7/11/2013,M,8,F,9,
AP,7/11/2013,M,8,F,10,
AP,7/11/2013,M,8,F,9,
AP,7/11/2013,M,8,F,8,
AP,7/11/2013,M,8,F,6,
AP,7/11/2013,M,8,F,6,
AP,7/11/2013,M,8,F,6,
AP,7/11/2013,M,8,M,15,
AP,7/11/2013,M,8,M,15,
AP,7/11/2013,M,8,M,15,
AP,7/11/2013,M,8,M,12,
AP,7/11/2013,M,8,M,10,
AP,7/11/2013,M,8,M,10,
AP,7/11/2013,M,8,M,10,
AP,7/11/2013,M,8,M,10,
AP,7/11/2013,M,8,M,9,
AP,7/11/2013,M,8,M,9,
AP,7/11/2013,M,8,M,8,
AP,7/11/2013,M,8,M,9,
AP,7/11/2013,M,8,M,7,
AP,7/11/2013,M,8,M,7,
AP,7/11/2013,M,8,M,7,
AP,7/11/2013,M,8,M,7,
AP,7/11/2013,M,8,M,8,
AP,7/11/2013,M,8,M,6,
AP,7/11/2013,M,8,M,7,
AP,7/11/2013,M,8,M,6,
AP,7/11/2013,M,8,M,6,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,3,
AP,7/11/2013,M,8,N,5,
AP,7/11/2013,M,8,N,4,
AP,7/11/2013,M,8,N,4.25,
AP,7/11/2013,M,8,N,3,
AP,7/11/2013,M,8,N,3.25,
AP,7/11/2013,M,8,N,4.25,
AP,7/11/2013,M,8,N,4.5,
AP,7/11/2013,M,8,N,4.75,
AP,7/11/2013,M,8,N,4.5,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,8,N,2,
AP,7/11/2013,M,9,F,16,
AP,7/11/2013,M,9,F,11,
AP,7/11/2013,M,9,F,12,
AP,7/11/2013,M,9,F,12,
AP,7/11/2013,M,9,F,7,
AP,7/11/2013,M,9,F,9,
AP,7/11/2013,M,9,F,8,
AP,7/11/2013,M,9,F,9,
AP,7/11/2013,M,9,F,7,
AP,7/11/2013,M,9,F,7,
AP,7/11/2013,M,9,F,8,
AP,7/11/2013,M,9,M,12,
AP,7/11/2013,M,9,M,12,
AP,7/11/2013,M,9,M,12,
AP,7/11/2013,M,9,M,10,
AP,7/11/2013,M,9,M,11,
AP,7/11/2013,M,9,M,14,
AP,7/11/2013,M,9,M,12,
AP,7/11/2013,M,9,M,12,
AP,7/11/2013,M,9,M,11,
AP,7/11/2013,M,9,M,13,
AP,7/11/2013,M,9,M,8,
AP,7/11/2013,M,9,M,9,
AP,7/11/2013,M,9,M,9,
AP,7/11/2013,M,9,M,7,
AP,7/11/2013,M,9,M,8,
AP,7/11/2013,M,9,M,7,
AP,7/11/2013,M,9,M,7,
AP,7/11/2013,M,9,M,7,
AP,7/11/2013,M,9,M,7,
AP,7/11/2013,M,9,M,6,
AP,7/11/2013,M,9,M,6,
AP,7/11/2013,M,9,N,2.25,
AP,7/11/2013,M,9,N,5,
AP,7/11/2013,M,9,N,5,
AP,7/11/2013,M,9,N,5,
AP,7/11/2013,M,9,N,5,
AP,7/11/2013,M,9,N,5,
AP,7/11/2013,M,9,N,4.5,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,9,N,2,
AP,7/11/2013,M,10,F,11,Y
AP,7/11/2013,M,10,F,9,Y
AP,7/11/2013,M,10,F,10,
AP,7/11/2013,M,10,F,14,
AP,7/11/2013,M,10,F,15,
AP,7/11/2013,M,10,F,11,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,10,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,8,
AP,7/11/2013,M,10,F,11,
AP,7/11/2013,M,10,F,10,
AP,7/11/2013,M,10,F,9,
AP,7/11/2013,M,10,F,8,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,6,
AP,7/11/2013,M,10,F,6,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,7,
AP,7/11/2013,M,10,F,6,
AP,7/11/2013,M,10,M,12,
AP,7/11/2013,M,10,M,10,
AP,7/11/2013,M,10,M,10,
AP,7/11/2013,M,10,M,9,
AP,7/11/2013,M,10,M,12,
AP,7/11/2013,M,10,M,10,
AP,7/11/2013,M,10,M,10,
AP,7/11/2013,M,10,M,7,
AP,7/11/2013,M,10,M,8,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,7,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,9,
AP,7/11/2013,M,10,M,7,
AP,7/11/2013,M,10,M,7,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,7,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,M,6,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,4,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,3.75,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,4.75,
AP,7/11/2013,M,10,N,3,
AP,7/11/2013,M,10,N,4.25,
AP,7/11/2013,M,10,N,4.75,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,5,
AP,7/11/2013,M,10,N,3.25,
AP,7/11/2013,M,10,N,4.75,
AP,7/11/2013,M,10,N,4,
AP,7/11/2013,M,10,N,4.5,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
AP,7/11/2013,M,10,N,2,
